@relation pressed_keys-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute left_x numeric
@attribute left_y numeric
@attribute right_x numeric
@attribute right_y numeric
@attribute centre_x numeric
@attribute centre_y numeric
@attribute head_angle numeric
@attribute pressed_key {8,13,44,45,46,48,49,50,51,52,53,54,55,56,57,60,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,161,231,241}

@data
17,2,16,2,285,180,3.76,111
24,3,26,3,288,185,1.48,116
22,2,27,2,289,186,2.21,114
24,3,27,2,289,185,1.45,97
?,?,14,1,285,182,2.58,118
18,2,14,2,282,181,2.17,101
17,2,16,2,276,181,1.46,122
24,3,26,2,285,191,2.49,101
25,2,28,2,283,191,1.08,114
25,2,25,2,283,191,2.15,114
25,3,25,3,283,190,1.76,97
26,2,27,3,284,188,2.14,110
24,4,27,3,286,187,1.43,116
18,2,13,2,285,184,2.18,101
17,2,15,2,282,184,2.18,115
21,2,28,2,281,194,1.79,44
24,2,28,2,285,191,1.77,115
22,2,26,3,283,188,1.43,105
25,2,28,3,282,187,2.15,101
25,3,28,3,279,187,0,115
25,2,29,3,280,188,0.72,99
23,3,28,2,280,188,0.36,97
23,3,25,2,279,186,1.77,112
25,3,29,3,281,187,1.77,97
24,2,28,3,280,187,1.77,109
?,?,19,1,277,184,2.14,111
18,2,14,3,273,183,1.79,115
25,2,26,2,286,189,1.81,100
24,3,27,2,285,188,0.36,101
22,3,26,2,283,186,1.42,108
24,2,28,2,283,186,1.78,97
22,3,24,2,283,185,1.77,109
25,1,26,2,284,185,1.43,117
25,3,28,3,286,185,2.51,101
25,2,26,3,288,184,2.17,114
23,4,26,2,288,183,2.54,116
?,?,25,3,288,181,2.56,101
21,3,28,3,282,187,2.17,44
21,3,26,2,286,191,2.85,112
23,2,27,3,288,189,3.86,117
21,2,29,3,289,186,2.17,101
21,3,21,3,291,185,1.43,115
23,2,27,3,294,190,2.81,115
21,3,23,3,300,186,1.75,105
?,?,31,2,299,183,1.77,110
23,2,23,2,295,182,1.42,111
22,3,25,2,288,192,2.09,44
23,2,27,2,292,190,2.77,108
22,2,27,2,294,187,2.85,97
24,2,25,2,300,190,1.77,103
27,2,26,3,300,188,3.12,117
23,3,27,3,299,185,1.43,101
24,2,29,2,298,185,2.51,114
20,1,19,2,297,180,1.09,114
20,2,20,2,296,180,3.58,97
21,3,24,2,296,185,3.56,121
23,4,25,3,294,183,4.18,108
24,2,29,3,296,182,2.09,97
26,2,27,3,296,180,3.14,112
20,2,18,3,294,179,2.49,101
21,3,19,2,293,179,3.88,115
19,2,19,2,293,179,3.22,116
19,2,18,2,295,180,2.15,101
22,4,28,2,295,182,3.91,117
24,3,28,3,301,183,3.22,110
22,2,29,3,302,183,3.29,105
?,?,31,3,301,179,3.96,100
19,2,19,1,299,178,2.54,97
19,3,20,2,296,178,3.61,115
25,3,28,3,295,182,2.83,97
25,2,28,3,295,182,3.86,99
24,3,28,3,294,182,2.79,97
24,3,28,3,292,182,3.51,98
25,3,28,4,292,181,3.16,97
24,3,29,3,291,181,3.53,114
?,?,39,3,287,179,4.21,97
19,2,18,2,286,177,3.91,109
21,2,26,3,295,182,4.18,8
23,3,29,3,293,182,4.49,110
26,2,29,3,295,181,3.78,99
?,?,19,2,293,178,4.18,111
20,2,16,3,293,176,3.88,110
24,3,28,3,291,180,4.21,108
24,3,28,3,288,179,3.86,111
19,2,15,2,286,175,5.32,115
25,2,29,2,293,181,4.18,97
22,2,27,3,292,181,4.52,113
22,2,27,3,292,180,4.55,117
26,2,29,3,292,180,3.83,101
18,1,16,2,287,175,4.62,111
18,2,17,2,283,174,3.53,115
23,2,27,3,292,181,4.8,46
18,2,16,2,285,178,4.12,109
19,2,15,3,287,176,3.81,97
28,3,28,3,295,182,4.09,115
24,3,27,3,295,180,4.43,44
17,2,16,2,295,176,4.58,101
18,2,13,3,291,177,4.21,97
24,4,27,3,290,187,3.75,44
25,4,29,4,291,185,3.1,99
18,2,14,2,288,181,3.12,111
18,2,15,3,285,179,3.51,110
19,2,15,2,283,180,3.86,115
18,2,16,3,283,181,3.51,117
24,3,27,3,291,184,3.81,108
26,2,29,3,289,184,3.75,116
24,1,29,3,288,183,3.78,101
22,2,27,3,287,182,2.11,109
23,3,27,3,285,180,3.48,111
23,2,25,2,283,180,3.86,115
?,?,41,4,292,183,4.12,97
17,2,15,3,292,183,4.52,117
16,2,13,3,292,182,4.52,110
25,3,29,3,302,184,5.11,97
23,2,25,3,302,182,5.14,100
25,3,27,3,302,182,4.8,105
26,2,29,2,300,183,5.18,118
26,2,28,3,296,182,3.83,105
26,2,27,3,295,182,5.14,110
?,?,12,1,288,179,5.25,111
25,3,26,3,294,179,5.18,44
28,2,30,3,298,182,4.77,97
23,3,30,4,296,180,4.87,8
23,2,28,3,295,180,4.15,115
23,2,27,3,294,180,3.48,97
27,2,29,3,294,183,4.77,99
26,3,29,3,293,181,4.4,101
26,3,28,3,293,182,4.07,114
27,3,30,4,293,182,4.77,100
25,3,30,4,291,182,3.42,111
26,2,28,3,292,180,4.8,116
?,?,29,3,296,180,4.97,101
24,3,24,3,290,189,4.65,111
26,3,27,3,296,187,4.02,105
27,3,27,3,297,186,3.73,110
27,2,30,3,297,186,3.75,116
28,3,29,3,297,186,3.73,101
27,3,30,3,295,183,3.46,114
22,2,26,3,293,179,3.86,112
26,2,30,2,298,179,4.15,114
25,2,28,3,299,180,3.48,101
25,2,30,2,298,179,3.86,116
22,1,27,3,303,176,3.94,101
21,2,20,2,299,173,3.22,100
19,2,21,2,298,174,3.22,101
23,3,27,3,297,176,3.83,115
23,3,29,3,297,177,2.77,117
22,3,28,3,298,178,4.15,101
22,3,27,3,300,178,4.15,241
20,1,20,2,304,174,3.58,111
20,2,21,2,306,174,5.39,115
23,2,23,3,305,178,4.09,45
21,2,22,3,305,179,4.09,45
24,3,28,3,311,182,4.77,116
23,2,28,3,318,176,5.6,97
23,3,28,3,318,176,6.29,109
22,2,29,3,316,177,5.94,98
?,?,29,2,314,175,6.2,105
21,1,20,2,313,172,5.94,101
21,2,21,2,311,173,5.25,110
20,2,20,2,306,172,4.93,101
19,3,19,3,306,171,4.97,108
22,3,28,3,305,173,6.02,115
22,4,26,3,305,174,5.63,117
21,3,27,3,305,175,5.63,101
21,2,30,3,307,174,4.52,241
19,2,17,2,308,169,4.62,111
19,2,20,2,305,171,5.32,112
19,2,19,1,305,173,5.67,114
19,2,17,2,307,175,5.6,111
26,2,25,3,310,179,4.8,99
28,2,27,3,307,178,4.43,101
27,3,28,3,305,179,3.73,100
19,2,16,2,296,175,3.14,101
19,3,16,2,293,175,1.73,100
18,2,15,3,295,174,2.81,101
24,2,28,3,310,178,5.04,106
23,2,27,4,319,180,7.23,117
24,1,29,3,313,180,6.12,112
23,2,27,4,312,180,6.84,111
23,2,27,3,308,174,4.58,8
26,2,28,4,309,178,4.4,105
26,2,27,3,311,177,4.4,116
27,2,26,3,314,175,5.45,101
24,2,32,3,314,172,5.86,114
24,2,29,3,296,177,3.46,112
25,3,30,2,296,177,3.07,97
?,?,18,1,292,173,2.83,114
18,2,19,2,284,173,1.43,97
18,2,17,2,283,174,1.78,113
22,2,29,3,295,179,3.86,117
24,3,28,3,294,179,4.18,101
?,?,39,4,291,176,3.91,111
23,3,27,2,297,171,3.86,8
25,2,31,2,298,174,3.78,110
25,2,29,3,298,174,3.44,111
24,2,27,2,297,174,3.81,115
18,2,17,2,280,169,3.88,115
22,1,22,2,288,171,3.48,8
25,3,32,3,295,174,4.09,100
24,3,28,3,299,171,4.4,105
26,3,31,4,301,171,4.74,102
18,2,18,2,286,165,3.14,8
17,2,17,2,285,165,3.14,103
18,2,17,2,285,165,2.11,97
17,2,15,2,291,168,4.12,112
17,2,14,3,297,171,5.21,111
16,2,15,3,298,172,5.21,114
23,2,28,3,305,173,5.56,113
24,2,27,4,306,172,4.87,117
22,2,27,3,307,175,5.18,101
27,3,28,3,301,179,3.75,115
27,2,30,3,300,178,3.73,101
25,2,24,3,297,174,3.42,114
22,2,27,2,302,176,4.52,8
22,3,27,3,305,175,4.15,105
26,2,30,3,306,175,5.18,114
27,2,30,3,308,175,5.18,114
26,2,29,3,308,174,5.52,105
24,2,28,3,309,173,4.84,116
22,2,32,3,304,172,5.18,111
26,3,28,3,313,173,5.52,116
25,2,29,4,311,173,6.2,97
24,3,29,3,311,173,6.59,110
21,2,27,2,313,169,5.67,116
22,2,23,2,314,168,5.32,111
27,3,27,3,313,176,3.99,102
25,3,26,3,308,172,3.61,101
23,3,24,3,305,170,2.7,98
24,2,26,4,304,170,4.04,111
30,2,30,3,311,176,3.94,60
25,1,28,3,312,175,4.32,97
25,2,29,3,310,172,3.68,8
26,3,25,4,317,176,5.6,8
28,2,31,3,317,178,4.27,97
22,2,26,2,313,177,5.28,112
22,1,28,3,317,174,5.31,111
23,3,23,3,318,171,5.34,108
24,2,23,3,318,171,5.64,111
22,3,28,3,312,180,6.29,46
28,2,29,3,321,175,5.67,115
23,2,22,3,316,171,6.8,105
27,2,25,2,313,178,4.65,101
28,2,25,3,310,178,3.96,115
26,2,27,3,305,171,4.65,116
22,2,21,2,303,168,4.4,97
24,3,28,3,304,175,4.65,113
25,3,27,2,302,177,3.68,117
27,3,30,3,302,175,3.94,101
24,3,29,3,303,176,4.02,106
27,3,28,3,304,173,4.32,111
27,1,30,2,303,173,5.04,115
20,2,21,2,302,170,3.07,111
27,2,27,3,305,174,4.71,99
26,3,26,3,304,174,4.29,111
26,3,25,3,303,174,3.96,110
26,3,29,3,300,173,3.96,109
24,4,27,3,301,174,4.68,111
26,3,27,3,306,173,4.68,116
27,3,28,2,305,173,4.35,105
23,2,18,1,303,172,3.42,111
22,2,27,3,305,169,3.44,8
23,2,29,3,305,170,3.75,8
23,3,27,3,305,168,4.09,118
23,2,25,3,306,170,4.43,111
23,2,27,3,307,170,4.09,8
24,2,24,3,305,170,3.73,8
22,2,25,3,308,172,5.04,105
27,2,30,3,309,172,4.71,118
22,1,30,4,308,169,5.45,111
28,3,28,3,303,173,3.33,100
28,2,29,3,303,172,4.02,101
26,3,30,2,304,172,3.37,97
24,2,28,3,310,171,5.38,108
23,3,27,3,310,171,6.46,103
23,2,29,2,311,171,6.5,117
?,?,31,3,309,170,7.18,110
26,3,28,3,303,174,4.02,118
25,3,29,3,302,173,5.34,111
26,3,28,3,302,173,4.35,116
25,3,27,3,303,173,4.4,111
?,?,16,1,302,168,4.77,111
25,3,27,3,305,173,3.73,104
29,3,28,3,309,173,4.68,101
27,3,28,3,310,172,4.35,99
29,3,29,3,309,173,4.38,97
27,2,29,3,308,172,4.38,116
26,3,26,3,307,173,3.66,111
24,3,27,2,305,173,3.71,109
28,3,29,3,304,172,5.01,98
27,3,29,3,301,171,4.68,101
26,3,29,3,304,172,4.68,121
23,3,26,3,304,170,5.04,115
17,3,14,3,298,166,3.81,105
24,3,28,3,297,171,3.73,113
24,2,28,2,302,172,4.74,117
24,3,27,3,300,172,5.08,101
24,3,27,3,300,172,5.71,109
24,4,28,3,298,171,4.71,97
24,4,28,3,298,171,4.09,110
26,3,30,3,298,172,3.39,100
24,2,31,3,299,170,4.38,111
16,3,13,3,295,167,3.71,101
17,2,11,4,297,168,4.04,110
23,3,30,2,300,172,5.34,115
24,1,28,3,301,171,3.71,117
23,3,25,3,298,172,5.67,111
26,3,28,3,301,172,4.68,98
28,2,31,3,300,170,4.35,115
28,3,29,2,298,169,4.71,101
25,3,27,3,295,169,4.38,119
24,3,28,3,294,169,5.38,117
24,2,31,3,292,169,3.48,105
25,3,29,3,297,169,4.04,8
24,2,29,4,299,168,4.02,8
25,3,30,4,300,169,4.02,8
24,3,27,4,301,169,3.68,8
24,3,25,3,306,173,4.68,101
25,2,26,2,305,171,4.04,113
25,1,29,3,305,168,4.71,117
22,2,25,3,304,167,3.42,105
28,2,30,3,306,170,4.65,103
28,3,29,3,307,170,3.99,114
22,1,28,3,309,168,3.78,97
23,2,24,2,308,168,4.43,115
22,2,22,3,309,168,4.77,97
25,2,27,4,307,168,3.73,100
22,2,26,3,306,169,4.43,101
28,3,27,3,310,172,4.62,99
27,2,29,3,308,171,4.29,111
26,2,28,3,308,172,4.35,114
27,2,26,3,305,172,3.68,100
26,2,28,3,305,172,4.35,101
24,2,26,4,303,170,3.05,114
22,2,21,3,301,170,3.39,111
21,2,22,3,299,169,2.73,115
25,3,25,3,300,174,3.03,121
28,3,27,3,303,173,4.09,100
28,2,28,3,303,173,4.74,101
26,3,28,2,303,171,3.35,99
25,3,26,3,301,171,4.4,97
27,2,28,3,304,172,3.37,98
25,2,29,3,306,171,4.09,114
21,2,19,2,304,169,3.42,97
21,2,19,2,303,168,3.44,115
22,2,21,3,304,169,3.78,101
21,2,24,2,306,172,3.42,115
25,2,27,3,300,173,3.71,99
26,3,27,2,300,172,3,111
26,3,26,3,302,172,3.68,103
25,2,28,3,302,172,3.35,105
29,2,30,2,300,171,3.64,100
26,2,28,2,299,171,3.68,97
25,2,26,3,300,172,3.64,115
20,2,17,2,301,169,4.07,44
28,2,29,3,300,170,5.01,113
28,2,29,3,300,169,5.08,117
25,3,29,2,301,168,4.09,101
22,3,27,3,300,168,4.07,114
?,?,29,3,304,166,5.18,114
23,3,26,3,301,165,3.42,97
25,3,30,3,300,169,4.07,97
27,2,29,3,301,168,4.09,112
26,2,29,2,299,167,2.73,97
26,3,29,3,296,167,3.05,114
26,3,29,3,296,167,3.42,116
21,1,17,1,296,165,3.1,97
19,2,16,2,294,163,1.04,114
19,3,14,3,294,161,2.43,100
17,2,13,3,295,162,2.44,101
27,3,30,4,298,164,3.37,110
27,3,29,3,298,166,3.37,111
26,3,30,3,296,164,2.39,115
27,2,28,3,296,165,2.73,111
26,3,29,3,295,164,2.72,116
25,3,29,3,295,164,2.05,114
22,2,28,3,294,162,2.12,111
24,3,28,3,294,162,2.79,115
24,3,27,3,294,164,3.44,108
26,3,27,3,294,163,3.05,97
18,2,13,3,294,161,2.39,111
23,2,27,3,293,162,2.77,8
27,3,29,4,296,164,3.39,112
26,3,30,3,296,164,3.05,101
25,2,30,4,296,164,3.75,115
26,3,30,4,293,164,3.42,116
23,3,27,3,293,164,4.04,101
23,2,28,2,289,161,3.16,46
19,2,21,2,316,252,6.31,97
18,2,22,3,324,247,4.86,115
19,2,23,4,332,246,6.99,105
20,2,21,4,336,247,7.88,44
19,3,23,3,345,251,7.15,99
22,4,21,5,352,253,9.35,111
23,4,21,4,359,251,10.41,110
23,4,19,4,360,252,10.49,99
21,4,21,3,357,251,10.49,101
21,4,23,3,355,249,10.7,98
22,3,22,4,357,247,10.26,105
20,3,21,4,356,246,9.89,100
21,4,22,4,355,244,9.89,111
20,3,22,4,343,257,10.18,44
19,3,22,4,348,256,9.8,101
20,3,22,4,349,255,9.03,115
20,3,22,4,349,253,9.1,116
21,3,22,4,354,252,9.42,101
19,2,23,4,349,251,9.03,109
21,2,22,4,347,251,10.49,117
22,2,21,3,342,251,8.97,110
20,2,24,4,342,248,8.97,100
19,3,21,3,338,247,8.2,111
20,4,23,3,333,253,7.1,101
20,2,21,4,341,252,9.03,114
19,2,22,4,340,251,9.35,97
17,3,21,4,341,249,9.03,101
17,4,21,4,336,247,9.42,108
18,3,21,4,336,249,8.52,100
17,4,21,4,336,249,8.58,101
20,3,21,4,347,252,10.78,108
20,3,22,4,350,252,8.97,111
19,3,22,4,354,251,9.8,115
21,4,21,4,353,252,9.73,109
22,3,23,4,352,251,9.35,105
21,4,22,4,349,251,8.58,115
22,3,24,3,351,251,8.9,116
20,3,23,4,347,249,10.11,101
17,4,21,4,338,247,8.26,114
16,4,20,4,336,246,8.33,105
15,3,20,4,333,249,7.88,111
16,4,21,4,335,252,8.26,115
21,3,23,4,360,253,9.8,121
20,3,20,4,370,251,12.26,108
21,3,22,4,362,253,11.24,97
21,4,20,4,356,254,10.18,115
21,3,21,4,349,251,10.03,108
21,3,22,4,348,252,10.41,101
22,3,22,4,346,251,9.28,121
22,3,21,4,348,250,9.66,101
22,3,22,4,353,247,9.89,110
15,3,22,3,349,243,9.28,100
15,3,21,4,345,242,9.28,97
15,3,21,4,334,245,8.26,115
20,4,20,5,365,254,12.45,121
20,4,19,4,360,256,12.08,115
21,4,21,4,354,256,10.56,101
21,3,21,4,348,254,9.35,99
21,3,21,4,351,254,9.66,111
20,3,21,4,352,254,9.8,110
20,4,21,4,358,254,10.78,118
22,3,21,3,359,253,10.78,101
22,4,20,3,363,254,11.61,114
21,3,23,4,354,256,10.03,116
14,2,22,3,326,254,6.87,105
15,4,20,4,329,251,7.21,97
13,4,20,4,343,255,10.26,101
?,?,?,?,178,198,-20.02,110
20,3,20,4,369,256,13.47,109
21,4,21,4,366,256,12.45,117
21,4,20,5,363,256,11.7,110
22,4,20,4,365,255,12.45,100
20,4,21,4,362,256,11.53,111
21,4,20,4,357,256,11.16,116
19,4,20,4,350,253,8.52,111
20,2,21,4,353,254,8.77,108
20,3,22,4,354,257,10.11,111
21,4,20,5,360,257,10.78,103
20,3,21,4,360,256,11.16,105
21,4,20,5,359,256,11.9,99
20,4,21,4,356,257,10.33,111
15,2,21,3,329,256,7.88,45
22,4,21,4,363,259,12.73,101
21,4,21,4,365,259,12.36,115
22,4,19,4,364,259,12.36,99
22,4,21,5,358,258,11.36,111
20,3,20,5,353,259,10.33,108
19,3,21,4,347,259,9.42,97
21,3,21,4,348,258,8.52,115
20,3,21,4,355,258,10.26,116
20,4,22,4,354,252,10.64,105
21,4,22,4,355,250,10.18,99
21,4,21,4,357,252,10.11,111
21,4,22,5,352,255,8.58,101
17,3,21,4,353,255,10.26,110
19,4,21,5,356,256,10.18,109
20,3,20,4,356,256,10.49,97
21,4,20,4,356,256,10.78,110
18,3,21,5,357,254,10.78,111
18,5,21,5,357,253,10.56,115
19,4,21,5,352,255,10.18,100
17,4,22,4,347,254,10.18,101
17,3,21,5,341,255,9.42,108
19,4,21,5,340,255,9.8,111
19,5,22,4,344,258,8.85,115
21,4,21,4,351,255,9.73,100
21,3,21,4,350,255,9.73,111
19,2,21,4,346,253,10.03,99
21,3,21,4,345,253,9.59,116
20,3,21,4,336,252,7.65,111
18,2,21,3,334,253,6.94,115
19,3,22,3,336,255,7.38,46
20,4,20,3,351,257,10.11,100
21,4,21,4,349,258,9.66,97
20,3,22,4,354,258,9.73,110
18,2,22,4,349,257,9.17,116
17,4,21,4,339,255,9.03,101
20,4,20,4,346,257,9.52,108
21,3,20,4,345,258,11,111
21,2,21,3,342,255,8.84,104
21,3,21,4,343,255,9.21,97
20,4,21,4,348,255,9.96,114
19,2,20,4,344,252,8.84,101
20,3,22,4,338,250,8.84,97
19,3,22,3,333,251,8.84,108
17,3,21,4,331,251,7.27,105
18,3,21,4,334,252,7.38,122
17,4,21,4,335,253,7.76,97
16,4,21,4,336,254,8.52,100
16,4,20,4,332,252,8.08,111
19,3,21,3,341,258,8.52,8
21,3,20,3,347,258,8.4,44
21,3,22,3,351,258,9.08,108
21,3,22,4,352,258,9.21,111
19,2,21,4,347,256,9.59,104
21,3,20,4,349,256,10.26,97
15,3,20,4,339,253,8.58,104
16,3,20,4,336,252,8.2,101
16,3,20,3,331,251,7.43,99
19,3,21,4,330,251,7.27,104
23,3,22,3,330,251,6.94,111
22,4,21,3,333,258,8.77,101
20,2,20,4,345,257,10.26,120
21,4,20,4,348,257,10.48,105
22,3,22,4,351,258,9.75,115
21,3,22,4,353,256,10.18,116
17,3,21,4,341,250,9.45,105
16,3,20,4,331,250,8.46,114
15,3,21,4,318,254,6.56,101
15,3,21,4,325,255,7.7,110
23,4,20,4,350,257,11.08,101
23,4,21,5,349,258,10.63,108
22,3,21,4,357,260,10.92,97
22,3,20,4,357,260,11.45,114
21,4,21,4,351,258,10.26,116
16,1,22,4,341,251,8.84,101
20,3,22,3,306,260,5.03,44
22,3,20,5,366,252,12.99,104
25,3,21,6,370,252,12.55,97
22,3,22,5,369,253,13.35,99
22,3,22,5,366,253,12.73,114
24,4,23,4,360,252,11.48,101
24,4,23,4,354,253,10.48,97
21,3,22,4,345,253,9.45,100
15,2,24,4,339,251,8.46,111
23,4,23,3,352,257,10.92,101
24,5,22,4,355,256,11.28,115
23,4,22,4,358,252,10.92,97
22,3,23,4,355,251,10.63,110
23,3,22,4,353,250,10.26,97
23,4,22,4,353,252,9.96,116
21,4,23,4,348,249,9.89,117
23,3,23,4,347,248,9.28,114
22,3,24,4,345,248,9.59,97
21,3,24,5,341,249,8.77,108
23,3,21,5,349,253,11.16,101
23,3,22,4,347,252,8.97,122
21,3,23,4,351,254,9.03,97
22,3,21,5,343,254,10.7,121
24,4,20,5,363,256,12.09,101
23,4,22,4,360,256,11.73,115
23,4,22,5,359,255,11.36,101
22,3,21,4,357,256,9.96,104
23,4,21,4,359,255,10.7,105
21,4,21,4,361,256,10.7,109
21,3,24,4,357,255,9.66,98
21,4,23,4,357,254,9.66,114
19,3,23,5,357,254,10.7,101
22,3,21,5,343,258,8.58,46
23,5,20,4,388,261,14.05,121
23,5,22,5,381,259,13.7,115
21,4,20,5,373,258,13.54,105
22,4,23,5,365,257,11.73,115
23,5,22,4,356,257,10.11,117
23,3,23,4,356,255,9.82,109
23,3,22,4,352,257,7.91,117
22,4,24,4,353,257,8.71,110
22,2,23,4,355,254,9.01,100
17,4,21,4,350,254,8.34,111
21,4,21,5,336,259,8.77,110
23,4,23,5,343,258,9.08,111
23,4,22,5,353,257,8.71,101
24,4,24,4,352,256,8.58,115
21,3,21,4,348,257,10.55,112
22,3,22,4,347,257,9.82,101
23,3,22,4,347,255,10.84,114
23,3,21,5,347,255,10.11,102
26,3,21,5,348,255,10.04,101
21,2,23,4,345,255,9.75,99
22,3,23,5,338,253,8.46,116
17,3,21,4,334,251,7.59,97
17,3,21,3,338,251,8.34,109
17,3,22,4,335,253,8.4,101
18,3,21,4,332,253,7.16,110
18,3,20,4,328,253,6.79,116
16,3,22,3,327,254,7.27,101
23,4,22,4,338,258,8.22,97
21,2,22,4,341,259,9.01,115
22,3,21,4,343,260,9.08,116
22,3,22,4,344,257,9.38,105
20,2,22,4,340,256,8.71,115
22,3,22,4,349,259,9.38,116
22,3,23,4,344,255,7.96,105
16,3,21,4,339,252,7.53,99
17,3,21,4,333,253,7.16,111
21,4,22,5,339,260,8.64,44
21,3,24,3,348,258,8.64,108
26,4,21,4,348,256,9.61,97
22,3,23,3,341,258,9.01,102
22,3,22,4,343,254,9.38,97
23,3,23,5,335,254,7.06,108
23,3,23,3,331,254,7.48,116
16,4,21,4,316,254,4.88,97
15,3,21,4,315,255,6.42,110
15,3,20,4,320,256,5.71,105
14,2,21,4,334,257,8.71,101
22,4,23,4,345,260,9.21,115
24,4,22,4,353,260,9.75,100
23,4,23,4,349,259,9.75,101
20,3,21,4,344,257,9.68,101
22,3,22,4,339,257,7.48,108
21,4,24,3,323,257,6.37,115
23,3,22,5,338,256,8.82,105
22,4,22,4,361,254,10.18,110
24,4,21,5,364,253,10.89,111
21,3,22,5,357,252,10.54,113
24,5,22,4,349,253,9.18,117
21,3,26,4,344,253,9.68,101
22,2,22,4,338,255,8.58,97
22,3,22,4,339,256,8.16,113
22,3,21,4,339,257,8.52,117
22,3,22,4,338,256,7.91,101
22,2,21,4,345,255,9.01,108
23,4,22,4,347,255,9.61,109
23,3,23,4,348,255,9.68,117
22,3,23,3,345,253,8.27,110
21,3,23,4,348,252,9.75,100
22,4,24,4,348,253,8.58,111
21,3,21,4,345,253,9.45,101
23,4,23,4,344,254,8.52,110
21,3,23,4,344,255,9.25,100
21,3,22,4,346,255,10.04,111
22,3,24,4,346,254,8.64,110
23,3,22,3,345,254,9.68,100
22,3,21,4,345,255,8.71,101
22,3,21,4,346,255,9.31,101
18,3,21,5,349,256,8.95,108
22,3,22,4,352,259,9.38,104
23,5,21,4,354,258,9.61,111
25,5,21,5,355,257,9.83,109
23,4,22,4,354,259,10.33,110
24,4,22,4,354,258,10.33,114
22,2,24,4,352,256,9.31,101
23,3,22,4,352,257,8.88,101
23,4,23,4,351,257,9.68,115
24,4,21,4,345,256,9.25,110
23,3,22,5,347,257,9.97,97
22,3,24,4,351,258,9.25,116
23,4,23,4,354,257,10.04,117
22,3,23,4,349,255,8.88,114
22,3,21,4,350,253,10.97,97
21,3,24,4,346,255,9.97,108
24,3,23,5,349,257,10.69,101
23,4,23,5,348,254,9.45,122
17,2,22,3,342,251,7.96,97
23,3,23,3,337,258,8.27,121
23,4,23,3,354,256,9.54,108
23,3,23,4,349,258,8.52,97
22,3,22,4,342,257,9.75,110
23,3,23,4,339,257,7.85,97
24,3,23,4,344,257,9.68,116
21,3,23,5,348,257,11.28,117
22,2,22,5,344,254,9.01,114
24,3,23,4,344,255,9.97,97
22,2,22,4,346,257,9.38,108
24,4,23,3,347,257,9.61,101
22,2,22,5,343,255,9.01,122
18,3,22,3,330,249,7.85,97
21,3,20,4,343,261,9.61,44
24,4,22,4,348,260,10.4,99
22,3,23,4,348,257,9.61,105
23,4,23,5,349,254,9.97,101
21,3,22,5,348,253,10.18,110
18,3,22,4,336,249,8.58,99
16,3,22,4,331,249,7.53,105
16,3,21,4,330,250,7.53,97
16,3,22,3,323,256,6.79,44
22,4,22,5,351,256,8.27,121
23,5,23,4,358,255,10.69,100
23,4,23,5,350,255,9.97,101
20,3,22,4,342,252,9.01,108
16,3,22,4,318,251,6.37,99
15,3,21,3,312,250,4.99,117
15,3,21,4,313,249,5.63,97
15,4,22,4,319,251,6,108
16,4,21,4,328,254,7.74,115
15,3,21,4,332,256,8.16,101
23,3,22,4,346,258,10.04,104
